axe,Mois,Année,Service,gare de départ,gare d'arrivée,Durée moyenne prévue du trajet (min),Nbre de circulations programmées sur la relation considérée dans le mois ,Nbre de circulations assurées sur la relation considérée dans le mois,Nbre de trains annulés au cours du mois,% mensuel de trains annulés,Commentaire trains annulés,Nbre total de trains en retard au départ pour le mois,% mensuel de trains en retard au départ,Retard moyen mensuel des trains au départ (min),% moyen de retard au départ des trains sur les 6 derniers mois,Retard moyen des trains au départ sur les 6 derniers mois (min),% moyen de retard au départ des trains sur les 12 derniers mois,Retard moyen des trains au départ sur les 12 derniers mois (min),Commentaire trais en retard au départ,Nbre total de trains en retard à l'arrivée,% mensuel de trains en retard à l'arrivée,Retard moyen mensuel des trains à l'arrivée (min),% moyen de trains en retard à l'arrivée sur les 6 derniers mois,Retard moyen des trains à l'arrivée sur les 6 derniers mois (min),% moyen de trains en retard à l'arrivée sur les 12 derniers mois,Retard moyen des trains à l'arrivée sur les 12 derniers mois (min),Commentaire trains en retard à l'arrivée,Retard moyen mensuel des trains au départ p/r à l'ensemble des trains (min),Retard moyen mensuel des trains à l'arrivée p/r à l'ensemble des trains (min),"% trains en retard pour causes externes (météo, obstacles, colis suspects, malveillance, mouvements sociaux, etc.)","% trains en retard à cause infrastructure ferroviaire (maintenance, travaux)","% trains en retard à cause gestion trafic (circulation sur ligne ferroviaire, interactions réseaux)",% trains en retard à cause matériel roulant,% trains en retard à cause gestion en gare et réutilisation de matériel,"% trains en retard à cause prise en compte voyageurs (affluence, gestions PSH, correspondances)",Nombre trains en retard > 15min,Retard moyen trains en retard > 15min,Nombre trains en retard > 30min,Nombre trains en retard > 60min
Sud-Est,6,2019,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,129,186,186,0,,,54,,10,,,,,,31,,32,,,,,,3,6,0.16,0.13,0.39,0.23,0.09,0,18,46,9,3
Sud-Est,7,2019,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,129,181,181,0,0,,62,,7,,,,,,19,,35,,,,,,2,4,0.1,0.16,0.16,0.37,0.21,0,16,40,7,3
Sud-Est,8,2019,TGV,PARIS-LYON,BESANCON-FRANCHE-COMTE-TGV,129,163,163,0,0,,47,,14,,,,,,14,,22,,,,,,4,2,0.14,0.14,0.21,0.36,0.07,0.08,8,30,3,0
,9,2018,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,184,172,171,1,,,38,,26,,,,,,56,,31,,,,,,6,11,0.02,0.49,0.16,0.27,0.04,0.02,40,11,17,5
,10,2018,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,181,173,172,1,,,45,,14,,,,,,42,,34,,,,,,3,10,0.12,0.17,0.42,0.22,0.07,0,30,10,17,5
,11,2018,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,181,183,181,2,,,31,,12,,,,,,43,,29,,,,,,2,8,0.14,0.31,0.26,0.21,0.08,0,31,8,15,3
,12,2018,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,184,256,254,2,,,44,,17,,,,,,34,,35,,,,,,3,6,0.21,0.06,0.27,0.41,0.05,0,28,6,13,4
,1,2019,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,185,264,263,1,,,34,,11,,,,,,33,,31,,,,,,1,4,0.21,0.09,0.42,0.21,0.07,0,24,4,15,1
,2,2019,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,188,267,265,2,,,43,,18,,,,,,30,,58,,,,,"Pointe neige fort trafic dans les Alpes, accident de personne",3,7,0.23,0.27,0.27,0.2,0.03,0,25,7,12,6
,3,2019,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,188,291,289,2,,,37,,12,,,,,,30,,44,,,,,"Incendie motrice à cluny, chute d'arbre vers Vaumort",1,5,0.179,0.357,0.07100000000000001,0.393,0,0,24,5,15,8
Sud-Est,4,2019,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,181,162,162,0,,,14,,77,,,,,,15,,29,,,,,,6,4,0.07,0.4,0.2,0.33,0,0,8,4,6,2
Sud-Est,5,2019,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,182,139,139,0,,,35,,4,,,,,,16,,32,,,,,,1,6,0.25,0.31,0.38,0.06,0,0,14,34,7,1
Sud-Est,6,2019,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,181,142,142,0,,,48,,8,,,,,,18,,40,,,,,Heurt d'une personne à Paris Bercy. limitation vitesse 6909 sur LN1. dérangement vers Montanay accès LN1. heurt de personne à Maisons Alfort. Dérangement d'installation vers Macon,2,6,0.11,0.39,0.11,0.28,0.11,0,14,48,6,5
Sud-Est,7,2019,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,185,136,93,43,0,,41,,17,,,,,,16,,42,,,,,"Le 02 Juillet  ce sont  les conséquences des intempéries de fin de soirée de la veille en région AURA avec fermetures de ligne SAG Chambéry, SAG Moirans, Annecy Aix et Grenoble Chambéry qui impacte fortement notre régularité.   ",7,8,0.14,0.2,0.2,0.33,0.13,0,13,49,6,3
Sud-Est,8,2019,TGV,PARIS-LYON,CHAMBERY CHALLES LES EAUX,181,146,146,0,0,,51,,3,,,,,,14,,28,,,,,,1,3,0.07,0.29,0.21,0.36,0.07,0,10,35,5,0
,9,2018,TGV,PARIS-LYON,DIJON VILLE,97,424,421,3,,,79,,13,,,,,,45,,30,,,,,,2,3,0.09,0.09,0.21,0.5,0.09,0.02,36,3,19,3
,10,2018,TGV,PARIS-LYON,DIJON VILLE,97,403,400,3,,,58,,20,,,,,,44,,38,,,,,,3,5,0.14,0.09,0.12,0.56,0.07,0.02,34,5,17,6
,11,2018,TGV,PARIS-LYON,DIJON VILLE,96,453,447,6,,,71,,19,,,,,,54,,41,,,,,,3,5,0.25,0.09,0.19,0.36,0.11,0,43,5,25,8
,12,2018,TGV,PARIS-LYON,DIJON VILLE,96,453,450,3,,,63,,15,,,,,,28,,33,,,,,,2,2,0.18,0,0,0.82,0,0,23,2,11,3
,1,2019,TGV,PARIS-LYON,DIJON VILLE,97,471,471,0,,,55,,13,,,,,,33,,33,,,,,,1,1,0.46,0.09,0.06,0.36,0.03,0,25,1,10,2
,2,2019,TGV,PARIS-LYON,DIJON VILLE,99,419,416,3,,,53,,36,,,,,,39,,77,,,,,"Pointe neige fort trafic dans les Alpes, accident de personne",4,6,0.08,0.51,0.1,0.31,0,0,32,6,29,17
,3,2019,TGV,PARIS-LYON,DIJON VILLE,99,462,462,0,,,34,,12,,,,,,15,,35,,,,,,1,0,0.2,0.333,0,0.467,0,0,13,0,6,3
Sud-Est,4,2019,TGV,PARIS-LYON,DIJON VILLE,97,421,420,1,,,28,,11,,,,,,11,,18,,,,,,0,0,0.11,0,0.22,0.56,0.11,0,6,0,1,0
Sud-Est,5,2019,TGV,PARIS-LYON,DIJON VILLE,96,442,442,0,,,106,,3,,,,,,27,,28,,,,,,0,2,0.19,0.37,0.15,0.26,0.03,0,21,33,9,1
Sud-Est,6,2019,TGV,PARIS-LYON,DIJON VILLE,96,439,439,0,,,145,,11,,,,,,53,,37,,,,,,3,5,0.21,0.15,0.23,0.36,0.05,0,41,45,19,10
Sud-Est,7,2019,TGV,PARIS-LYON,DIJON VILLE,96,442,442,0,0,,166,,7,,,,,,37,,33,,,,,,2,2,0.14,0.19,0.14,0.38,0.15,0,24,44,16,6
Sud-Est,8,2019,TGV,PARIS-LYON,DIJON VILLE,96,411,411,0,0,,111,,11,,,,,,30,,27,,,,,,3,2,0.03,0.21,0.1,0.59,0.04,0.03,23,32,13,1
,9,2018,TGV,PARIS-LYON,GRENOBLE,184,231,230,1,,,47,,18,,,,,,42,,37,,,,,,4,9,0.1,0.21,0.31,0.36,0.02,0,38,9,15,7
,10,2018,TGV,PARIS-LYON,GRENOBLE,185,239,237,2,,,42,,17,,,,,,40,,40,,,,,"2 accidents de personne, 2 LTV impactantes Lapeyrouse et Venissieux, 3 incidents marériel important sur LN1, 3 dérangements (aiguillage et caténaire) sur LN1",3,10,0.21,0.1,0.23,0.39,0.04,0.03,40,10,21,6
,11,2018,TGV,PARIS-LYON,GRENOBLE,185,246,245,1,,,35,,21,,,,,,39,,49,,,,,,3,9,0.32,0.24,0.18,0.21,0.05,0,39,9,27,11
,12,2018,TGV,PARIS-LYON,GRENOBLE,182,242,242,0,,,44,,16,,,,,,45,,29,,,,,,3,6,0.27,0.02,0.2,0.44,0.07,0,28,6,15,4
,1,2019,TGV,PARIS-LYON,GRENOBLE,181,248,248,0,,,38,,11,,,,,,43,,26,,,,,,1,6,0.37,0.14,0.23,0.16,0.07,0.03,32,6,12,1
,2,2019,TGV,PARIS-LYON,GRENOBLE,181,228,227,1,,,26,,32,,,,,,33,,69,,,,,"Pointe neige fort trafic dans les Alpes, accident de personne",3,11,0.18,0.55,0.15,0.12,0,0,24,11,19,9
,3,2019,TGV,PARIS-LYON,GRENOBLE,182,250,250,0,,,22,,11,,,,,,36,,32,,,,,,1,6,0.28,0.30000000000000004,0.22,0.17,0.03,0,23,6,14,3
Sud-Est,4,2019,TGV,PARIS-LYON,GRENOBLE,182,205,205,0,,,25,,65,,,,,,14,,32,,,,,,8,4,0,0.36,0.29,0.29,0.06,0,11,4,4,3
Sud-Est,5,2019,TGV,PARIS-LYON,GRENOBLE,186,223,223,0,,,62,,8,,,,,,23,,43,,,,,Heurt de personnes à Vianges. Heurt animal Cuy. heurt chevreuil Lacour d'arcenay. dérangement Yerres. disjonction cluny. Fort impact sur LN1 tronçon central,2,6,0.30000000000000004,0.22,0.13,0.26,0.09,0,23,43,10,5
Sud-Est,6,2019,TGV,PARIS-LYON,GRENOBLE,184,215,215,0,,,71,,8,,,,,,32,,37,,,,,,2,7,0.19,0.25,0.22,0.25,0.09,0,32,37,13,5
Sud-Est,7,2019,TGV,PARIS-LYON,GRENOBLE,181,164,164,0,0,,66,,6,,,,,,17,,34,,,,,,2,5,0.47,0.06,0.2,0.27,0,0,17,34,8,2
Sud-Est,8,2019,TGV,PARIS-LYON,GRENOBLE,181,147,147,0,0,,45,,5,,,,,,16,,28,,,,,,1,3,0.19,0.31,0.06,0.38,0.06,0,16,28,5,1
,9,2018,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,78,200,200,0,,,17,,13,,,,,,24,,19,,,,,,1,3,0.17,0.27,0.17,0.39,0,0,13,3,5,0
,10,2018,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,78,196,196,0,,,20,,11,,,,,,29,,17,,,,,,1,3,0.13,0.13,0.25,0.44,0.05,0,11,3,4,2
,11,2018,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,78,201,201,0,,,29,,14,,,,,,45,,23,,,,,,2,6,0.25,0.29,0.07,0.21,0.18,0,18,6,10,4
,12,2018,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,80,203,202,1,,,20,,11,,,,,,13,,18,,,,,,1,1,0.09,0,0.27,0.46,0.18,0,4,1,1,1
,1,2019,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,80,207,207,0,,,24,,8,,,,,,27,,18,,,,,,1,2,0.72,0.08,0.04,0.12,0,0.04,12,2,3,0
,2,2019,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,80,188,184,4,,,19,,30,,,,,,16,,47,,,,,Accidents de personne,3,4,0.23,0.31,0.07,0.39,0,0,8,4,4,2
,3,2019,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,80,207,207,0,,,11,,12,,,,,,10,,27,,,,,,0,1,0.2,0.4,0,0.4,0,0,5,1,2,1
Sud-Est,4,2019,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,80,192,192,0,,,18,,30,,,,,,11,,15,,,,,,2,0,0.1,0.1,0.1,0.5,0.2,0,5,0,1,0
Sud-Est,5,2019,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,80,199,199,0,,,55,,9,,,,,,20,,27,,,,,,2,2,0.4,0.2,0.1,0.15,0.15,0,11,42,6,2
Sud-Est,6,2019,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,81,198,198,0,,,61,,10,,,,,,19,,25,,,,,,3,3,0.11,0.17,0.11,0.5,0.11,0,9,79,6,5
Sud-Est,7,2019,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,81,208,208,0,0,,72,,11,,,,,,30,,22,,,,,,3,3,0.14,0.21,0.03,0.45,0.14,0.03,14,39,7,2
Sud-Est,8,2019,TGV,PARIS-LYON,LE CREUSOT-MONTCEAU-MONTCHANIN,80,196,196,0,0,,45,,2,,,,,,17,,22,,,,,,0,1,0.19,0.19,0.38,0.12,0.12,0,5,51,2,1
,9,2018,TGV,PARIS-LYON,LYON PART DIEU,120,606,605,1,,,74,,9,,,,,,53,,26,,,,,,1,3,0.14,0.24,0.22,0.35,0.05,0,32,3,17,1
,10,2018,TGV,PARIS-LYON,LYON PART DIEU,120,604,601,3,,,71,,17,,,,,,52,,36,,,,,,2,3,0.19,0.27,0.12,0.35,0.07,0,33,3,17,8
,11,2018,TGV,PARIS-LYON,LYON PART DIEU,119,619,618,1,,,70,,13,,,,,,58,,42,,,,,,1,4,0.37,0.19,0.16,0.21,0.07,0,44,4,31,14
,12,2018,TGV,PARIS-LYON,LYON PART DIEU,120,577,576,1,,,54,,10,,,,,,42,,21,,,,,,1,1,0.43,0.02,0.21,0.29,0.05,0,21,1,7,2
,1,2019,TGV,PARIS-LYON,LYON PART DIEU,120,597,591,6,,,65,,13,,,,,,62,,29,,,,,,1,2,0.6000000000000001,0.1,0.08,0.19,0.02,0.01,52,2,24,3
,2,2019,TGV,PARIS-LYON,LYON PART DIEU,120,546,538,8,,,55,,26,,,,,,37,,74,,,,,Accidents de personne,2,4,0.24,0.41,0.05,0.22,0.08,0,27,4,17,11
,3,2019,TGV,PARIS-LYON,LYON PART DIEU,120,595,595,0,,,43,,12,,,,,,26,,31,,,,,,0,1,0.308,0.192,0.192,0.231,0.077,0,19,1,8,3
Sud-Est,4,2019,TGV,PARIS-LYON,LYON PART DIEU,120,560,559,1,,,45,,17,,,,,,22,,20,,,,,,1,0,0.19,0.19,0.29,0.29,0.04,0,14,0,3,0
Sud-Est,5,2019,TGV,PARIS-LYON,LYON PART DIEU,120,581,581,0,,,156,,8,,,,,,63,,33,,,,,,2,4,0.41,0.27,0.08,0.21,0.03,0,50,41,24,10
Sud-Est,6,2019,TGV,PARIS-LYON,LYON PART DIEU,120,569,569,0,,,182,,9,,,,,,52,,34,,,,,,3,3,0.2,0.34,0.18,0.28,0,0,38,50,21,10
Sud-Est,7,2019,TGV,PARIS-LYON,LYON PART DIEU,120,549,532,17,0,,173,,10,,,,,,64,,30,,,,,,3,4,0.13,0.2,0.1,0.48,0.09,0,46,39,24,10
Sud-Est,8,2019,TGV,PARIS-LYON,LYON PART DIEU,121,447,447,0,0,,108,,3,,,,,,31,,28,,,,,,0,2,0.19,0.19,0.39,0.1,0.13,0,18,40,8,2
,9,2018,TGV,PARIS-LYON,MACON LOCHE,96,199,197,2,,,36,,19,,,,,,30,,30,,,,,,3,5,0.03,0.1,0.1,0.59,0.14,0.04,19,5,9,3
,10,2018,TGV,PARIS-LYON,MACON LOCHE,96,192,192,0,,,41,,13,,,,,,21,,37,,,,,,3,5,0.24,0.24,0.14,0.33,0.05,0,18,5,10,4
,11,2018,TGV,PARIS-LYON,MACON LOCHE,96,202,201,1,,,34,,13,,,,,,28,,37,,,,,,2,6,0.25,0.11,0.25,0.32,0.07,0,19,6,11,5
,12,2018,TGV,PARIS-LYON,MACON LOCHE,96,225,224,1,,,32,,11,,,,,,19,,29,,,,,,1,3,0.21,0.05,0.05,0.58,0.11,0,13,3,8,2
,1,2019,TGV,PARIS-LYON,MACON LOCHE,96,236,236,0,,,28,,12,,,,,,28,,22,,,,,,1,3,0.39,0.11,0.11,0.29,0.07,0.03,21,3,4,0
,2,2019,TGV,PARIS-LYON,MACON LOCHE,96,213,209,4,,,28,,19,,,,,,14,,48,,,,,Accidents de personne,2,4,0.21,0.21,0.08,0.21,0.21,0.08,11,4,6,4
,3,2019,TGV,PARIS-LYON,MACON LOCHE,96,239,237,2,,,25,,18,,,,,,19,,35,,,,,,1,3,0.111,0.111,0.111,0.611,0.056,0,14,3,7,3
Sud-Est,4,2019,TGV,PARIS-LYON,MACON LOCHE,96,199,197,2,,,16,,20,,,,,,11,,31,,,,,,1,2,0.1,0.1,0.1,0.7,0,0,9,2,6,1
Sud-Est,5,2019,TGV,PARIS-LYON,MACON LOCHE,96,199,199,0,,,62,,6,,,,,,16,,33,,,,,,2,3,0.38,0.13,0.06,0.38,0.05,0,12,40,7,1
Sud-Est,6,2019,TGV,PARIS-LYON,MACON LOCHE,97,205,205,0,,,62,,12,,,,,,19,,33,,,,,,3,5,0.16,0.32,0.05,0.47,0,0,14,62,8,6
Sud-Est,7,2019,TGV,PARIS-LYON,MACON LOCHE,98,213,194,19,0,,69,,16,,,,,,21,,30,,,,,,5,4,0.1,0.05,0.05,0.7,0.05,0.05,13,40,7,3
Sud-Est,8,2019,TGV,PARIS-LYON,MACON LOCHE,96,180,180,0,0,,39,,3,,,,,,11,,26,,,,,,0,2,0.27,0.1,0.09,0.27,0.27,0,8,32,2,1
,9,2018,TGV,PARIS-LYON,MARSEILLE ST CHARLES,198,464,459,5,,,82,,15,,,,,,56,,43,,,,,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel",2,7,0.25,0.25,0.09,0.36,0.02,0.03,56,7,34,10
,10,2018,TGV,PARIS-LYON,MARSEILLE ST CHARLES,199,463,459,4,,,72,,19,,,,,,73,,43,,,,,"2 accidents de personne, 2 LTV impactantes Lapeyrouse et Venissieux, 3 incidents marériel important sur LN1, 3 dérangements (aiguillage et caténaire) sur LN1, une alerte vent violent à lapalud",3,9,0.25,0.27,0.11,0.34,0.03,0,73,9,38,15
,11,2018,TGV,PARIS-LYON,MARSEILLE ST CHARLES,198,465,461,4,,,77,,18,,,,,,63,,38,,,,,,3,7,0.27,0.14,0.14,0.43,0.02,0,63,7,26,12
,12,2018,TGV,PARIS-LYON,MARSEILLE ST CHARLES,200,510,505,5,,,82,,11,,,,,,47,,34,,,,,,2,2,0.4,0.19,0.11,0.23,0.07,0,47,2,19,7
,1,2019,TGV,PARIS-LYON,MARSEILLE ST CHARLES,202,524,518,6,,,74,,18,,,,,,72,,48,,,,,Neiges et Inondation tunnel Marseille,2,8,0.49,0.08,0.18,0.18,0.07,0,72,8,47,18
,2,2019,TGV,PARIS-LYON,MARSEILLE ST CHARLES,201,494,485,9,,,57,,38,,,,,,45,,87,,,,,Accidents de personne,4,10,0.18,0.33,0.16,0.27,0.02,0.04,45,10,28,16
,3,2019,TGV,PARIS-LYON,MARSEILLE ST CHARLES,201,545,543,2,,,36,,11,,,,,,26,,36,,,,,,0,3,0.24,0.2,0.32,0.16,0.08,0,26,3,10,4
Sud-Est,4,2019,TGV,PARIS-LYON,MARSEILLE ST CHARLES,197,497,497,0,,,38,,10,,,,,,38,,32,,,,,,0,4,0.28,0.09,0.25,0.28,0.06,0.04,38,4,12,3
Sud-Est,5,2019,TGV,PARIS-LYON,MARSEILLE ST CHARLES,197,537,537,0,,,126,,5,,,,,,36,,43,,,,,Heurt de personnes à Vianges. Heurt animal Cuy. heurt chevreuil Lacour d'arcenay. dérangement Yerres. disjonction cluny. Fort impact sur LN1 tronçon central,1,4,0.24,0.29,0.15,0.32,0,0,36,43,17,7
Sud-Est,6,2019,TGV,PARIS-LYON,MARSEILLE ST CHARLES,198,538,538,0,,,169,,12,,,,,,53,,43,,,,,Heurt d'une personne à Paris Bercy. limitation vitesse 6909 sur LN1. dérangement vers Montanay accès LN1. heurt de personne à Maisons Alfort. Dérangement d'installation vers Macon,3,6,0.23,0.31,0.19,0.19,0.08,0,53,43,25,10
Sud-Est,7,2019,TGV,PARIS-LYON,MARSEILLE ST CHARLES,202,552,552,0,0,,200,,6,,,,,,59,,46,,,,,,2,7,0.32,0.25,0.17,0.2,0.03,0.03,59,46,38,13
Sud-Est,8,2019,TGV,PARIS-LYON,MARSEILLE ST CHARLES,201,530,526,4,0,,157,,7,,,,,,55,,44,,,,,,2,7,0.15,0.30000000000000004,0.19,0.32,0.04,0,55,44,30,13
,9,2018,TGV,PARIS-LYON,MONTPELLIER,209,260,258,2,,,62,,14,,,,,,49,,44,,,,,"Accident de personne à chevry, restitution tardive tx Heyrieux, déraillement bourreuse à Vénissieux, incendie sous station de manduel",3,9,0.2,0.18,0.16,0.41,0.05,0,49,9,24,8
,10,2018,TGV,PARIS-LYON,MONTPELLIER,213,238,229,9,,,43,,15,,,,,,36,,44,,,,,"2 accidents de personne, 2 LTV impactantes Lapeyrouse et Venissieux, 3 incidents marériel important sur LN1, 3 dérangements (aiguillage et caténaire) sur LN1, une alerte vent violent à lapalud",2,9,0.28,0.34,0.03,0.22,0.13,0,36,9,21,8
,11,2018,TGV,PARIS-LYON,MONTPELLIER,213,241,236,5,,,34,,21,,,,,,52,,41,,,,,,3,13,0.22,0.49,0.1,0.18,0.01,0,52,13,20,8
,12,2018,TGV,PARIS-LYON,MONTPELLIER,212,244,240,4,,,47,,10,,,,,,33,,29,,,,,,2,7,0.36,0.18,0.30000000000000004,0.12,0.04,0,33,7,9,5
,1,2019,TGV,PARIS-LYON,MONTPELLIER,211,243,242,1,,,46,,15,,,,,,34,,34,,,,,,2,5,0.39,0.12,0.07,0.33,0.09,0,34,5,15,2
,2,2019,TGV,PARIS-LYON,MONTPELLIER,211,221,217,4,,,34,,29,,,,,,20,,79,,,,,Accidents de personne,4,7,0.2,0.4,0.2,0.15,0.05,0,20,7,12,8
,3,2019,TGV,PARIS-LYON,MONTPELLIER,210,237,237,0,,,21,,18,,,,,,28,,38,,,,,,1,4,0.36,0.14,0.17,0.29,0.04,0,28,4,12,4
Sud-Est,4,2019,TGV,PARIS-LYON,MONTPELLIER,209,254,254,0,,,29,,13,,,,,,25,,28,,,,,,1,4,0.13,0.17,0.22,0.35,0.13,0,25,4,9,1
Sud-Est,5,2019,TGV,PARIS-LYON,MONTPELLIER,209,283,279,4,,,83,,11,,,,,,26,,50,,,,,Heurt de personnes à Vianges. Heurt animal Cuy. heurt chevreuil Lacour d'arcenay. dérangement Yerres. disjonction cluny. Fort impact sur LN1 tronçon central,3,7,0.39,0.19,0.15,0.27,0,0,26,54,15,7
Sud-Est,6,2019,TGV,PARIS-LYON,MONTPELLIER,208,323,323,0,,,118,,14,,,,,,27,,94,,,,,Arrachement caténaire à Montpellier. Heurt d'une personne à Paris Bercy.. limitation vitesse 6909 sur LN1. dérangement vers Montanay accès LN1. heurt de personne à Maisons Alfort. Dérangement d'installation vers Macon,5,8,0.30000000000000004,0.30000000000000004,0.04,0.33,0.03,0,27,94,20,16
Sud-Est,7,2019,TGV,PARIS-LYON,MONTPELLIER,208,360,359,1,0,,135,,12,,,,,,54,,39,,,,,,4,6,0.19,0.25,0.17,0.33,0.06,0,54,38,31,8
Sud-Est,8,2019,TGV,PARIS-LYON,MONTPELLIER,207,330,330,0,0,,116,,10,,,,,,39,,41,,,,,,3,5,0.13,0.26,0.15,0.39,0.04,0.03,39,41,17,8
,9,2018,TGV,PARIS-LYON,MULHOUSE VILLE,168,297,295,2,,,54,,13,,,,,,41,,36,,,,,,2,6,0.17,0.2,0.12,0.39,0.1,0.02,34,6,14,5
,10,2018,TGV,PARIS-LYON,MULHOUSE VILLE,168,290,288,2,,,43,,18,,,,,,46,,29,,,,,,2,6,0.28,0.09,0.2,0.28,0.11,0.04,33,6,15,5
,11,2018,TGV,PARIS-LYON,MULHOUSE VILLE,167,310,307,3,,,49,,18,,,,,,48,,33,,,,,,3,6,0.22,0.15,0.22,0.30000000000000004,0.11,0,31,6,21,4
,12,2018,TGV,PARIS-LYON,MULHOUSE VILLE,168,285,284,1,,,55,,14,,,,,,44,,33,,,,,,2,6,0.28,0.05,0.25,0.42,0,0,34,6,12,5
,1,2019,TGV,PARIS-LYON,MULHOUSE VILLE,169,296,296,0,,,34,,13,,,,,,52,,27,,,,,,1,5,0.24,0.48,0.04,0.18,0.04,0.02,36,5,10,1
,2,2019,TGV,PARIS-LYON,MULHOUSE VILLE,170,258,257,1,,,38,,32,,,,,,35,,66,,,,,Accidents de personne,4,10,0.11,0.43,0.2,0.2,0.03,0.03,29,10,20,11
,3,2019,TGV,PARIS-LYON,MULHOUSE VILLE,169,287,287,0,,,23,,10,,,,,,23,,27,,,,,,0,3,0.05,0.26,0.30000000000000004,0.30000000000000004,0,0.09,15,3,6,2
Sud-Est,4,2019,TGV,PARIS-LYON,MULHOUSE VILLE,168,295,295,0,,,19,,40,,,,,,17,,22,,,,,,2,2,0.07,0.07,0.5,0.36,0,0,10,2,3,1
Sud-Est,5,2019,TGV,PARIS-LYON,MULHOUSE VILLE,168,308,308,0,,,87,,2,,,,,,21,,23,,,,,,0,2,0.19,0.33,0.24,0.24,0,0,13,29,6,0
Sud-Est,6,2019,TGV,PARIS-LYON,MULHOUSE VILLE,168,300,300,0,,,93,,10,,,,,,46,,37,,,,,,3,6,0.24,0.17,0.26,0.30000000000000004,0.03,0,34,46,19,7
Sud-Est,7,2019,TGV,PARIS-LYON,MULHOUSE VILLE,168,307,307,0,0,,112,,6,,,,,,41,,31,,,,,,2,5,0.09,0.22,0.22,0.32,0.15,0,32,37,13,6
Sud-Est,8,2019,TGV,PARIS-LYON,MULHOUSE VILLE,168,263,263,0,0,,92,,6,,,,,,25,,32,,,,,,2,4,0.04,0.2,0.16,0.44,0.08,0.08,20,37,11,1
,9,2018,TGV,PARIS-LYON,NICE VILLE,349,208,206,2,,,53,,12,,,,,,31,,37,,,,,,3,8,0.32,0.19,0.13,0.29,0.03,0.04,31,8,14,5
,10,2018,TGV,PARIS-LYON,NICE VILLE,349,155,150,5,,,29,,13,,,,,,28,,35,,,,,,2,8,0.32,0.18,0.21,0.25,0,0.04,28,8,14,4
,11,2018,TGV,PARIS-LYON,NICE VILLE,349,187,184,3,,,34,,19,,,,,,31,,52,,,,,,3,10,0.23,0.23,0.26,0.26,0,0.02,31,10,17,7
,12,2018,TGV,PARIS-LYON,NICE VILLE,355,193,188,5,,,38,,15,,,,,,28,,39,,,,,,3,7,0.46,0.07,0.25,0.11,0.04,0.07,28,7,15,5
,1,2019,TGV,PARIS-LYON,NICE VILLE,356,185,181,4,,,35,,15,,,,,,22,,48,,,,,Neiges et Inondation tunnel Marseille,3,8,0.48,0.1,0.05,0.29,0.04,0.04,22,8,15,6
,2,2019,TGV,PARIS-LYON,NICE VILLE,357,163,158,5,,,20,,26,,,,,,14,,95,,,,,"Travaux Aubagne, accident de personne",3,10,0.15,0.39,0.23,0.08,0.08,0.07,14,10,11,7
,3,2019,TGV,PARIS-LYON,NICE VILLE,357,171,169,2,,,15,,12,,,,,,16,,46,,,,,"Incendie motrice à cluny, colis suspect à Valence TGV, chute d'arbre vers Vaumort",1,6,0.267,0.533,0.133,0.067,0,0,16,6,9,4
Sud-Est,4,2019,TGV,PARIS-LYON,NICE VILLE,352,167,167,0,,,24,,11,,,,,,18,,46,,,,,,1,7,0.5,0.19,0.06,0.06,0.19,0,18,7,11,1
Sud-Est,5,2019,TGV,PARIS-LYON,NICE VILLE,352,171,171,0,,,41,,5,,,,,,21,,61,,,,,Heurt de personnes à Vianges. Heurt animal Cuy. heurt chevreuil Lacour d'arcenay. dérangement Yerres. disjonction cluny. Fort impact sur LN1 tronçon central,1,9,0.29,0.33,0.14,0.14,0.1,0,21,61,15,6
